Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasPool,HasMisc,HasAlley,HasFence,HasAltHeating,HouseAge,RemodelAge,GarageAge,TotalPorchSF,TotalBath,TotalSF,SalePrice_raw
875,50,RM,3.970291913552122,8.651898894268529,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.517671272912275,6.517671272912275,Ex,Y,SBrkr,6.517671272912275,6.1224928095143865,0.0,7.0317412587631285,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Detchd,1941.0,Unf,1,200,TA,TA,Y,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Abnorml,11.104972264124868,0,0,0,0,0,68,59,68.0,0,1.5,1807,66500
876,60,FV,4.330733340286331,9.105090961257085,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,4.174387269895637,Unf,0.0,7.02197642307216,7.077498053569231,Ex,Y,SBrkr,7.077498053569231,7.2633296174768365,0.0,7.8674885686991285,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,Ex,2.4849066497880004,Typ,0.6931471805599453,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,5.342334251964811,5.8998973535824915,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,12.623064399210183,0,0,0,0,0,0,0,0.0,364,2.5,3794,303477
877,20,RL,4.553876891600541,10.138045708665592,Reg,HLS,Inside,Mod,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,NA,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,6.452048954437226,Unf,0.0,6.068425588244111,6.970730078143525,Gd,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,1963.0,Unf,2,648,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,WD,Normal,11.792456911128632,0,0,0,0,0,44,44,44.0,0,2.0,2104,132250
878,60,RL,4.31748811353631,9.086476384753796,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,5.37989735354046,Gd,TA,PConc,Ex,TA,No,GLQ,7.065613363597717,Unf,0.0,5.680172609017068,7.288244401020124,Ex,Y,SBrkr,7.288244401020124,6.637258031284457,0.0,7.707512194600341,0.6931471805599453,0.0,2,0.6931471805599453,4,0.6931471805599453,Ex,2.3978952727983707,Typ,0.6931471805599453,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.765691290604371,0,0,0,0,0,5,4,5.0,0,3.5,3686,350000
879,85,RL,4.48863636973214,9.37441309371334,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.802394763324311,Unf,0.0,5.351858133476067,7.01211529430638,TA,Y,SBrkr,7.052721049232323,0.0,0.0,7.052721049232323,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Min2,0.0,NA,Detchd,1987.0,Unf,2,576,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,5.993961427306569,6,2010,WD,Normal,11.904974309480183,0,1,0,1,0,49,15,23.0,0,2.0,2264,148000
880,20,RL,4.2626798770413155,8.853808274977197,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,4.51085950651685,Gd,Gd,CBlock,TA,TA,No,ALQ,6.472346294500901,Unf,0.0,5.389071729816501,6.762729506931879,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1978.0,Unf,1,336,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.824087219587643,0,0,0,1,0,31,4,31.0,0,2.0,1728,136500
881,20,RL,4.110873864173311,8.857230494201946,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,6.8885724595653635,Unf,0.0,4.709530201312334,6.994849985833071,Gd,Y,SBrkr,6.994849985833071,0.0,0.0,6.994849985833071,0.6931471805599453,0.0,1,0.6931471805599453,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,2005.0,Fin,2,450,TA,TA,Y,0.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,11.964007453736912,0,0,0,0,0,2,1,2.0,49,2.5,2180,157000
882,50,RL,3.8066624897703196,9.529448434427817,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,4.770684624465665,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,6.805722553416985,Unf,0.0,5.541263545158426,7.053585727193677,Ex,Y,SBrkr,7.080026499922591,6.274762021241939,0.0,7.4489161025442,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,5.1298987149230735,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,4,2007,WD,Normal,12.141539457711714,0,0,0,0,0,17,16,17.0,36,2.5,2873,187500
883,60,RL,4.189654742026425,9.173365135851288,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.695798917058491,6.695798917058491,Gd,Y,SBrkr,6.695798917058491,6.666956792429207,0.0,7.374001859350161,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,5.8377304471659395,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12,2009,WD,Normal,12.08954444723597,0,0,0,1,0,17,16,16.0,40,2.5,2401,178000
884,75,RL,4.110873864173311,8.733110697638708,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,6.679599185844383,6.679599185844383,TA,N,SBrkr,6.86171134048073,6.679599185844383,6.1779441140506,7.7102051944325325,0.6931471805599453,0.0,1,0.0,5,0.6931471805599453,TA,2.3978952727983707,Typ,0.0,NA,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0.0,5.241747015059643,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Normal,11.682676678340282,0,0,0,0,0,94,56,9.0,188,2.0,2544,118500
885,20,RL,4.189654742026425,8.875007486048396,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,4.110873864173311,TA,TA,CBlock,TA,TA,No,BLQ,6.07073772800249,Unf,0.0,6.133398042996649,6.794586580876499,TA,Y,SBrkr,6.794586580876499,0.0,0.0,6.794586580876499,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,1967.0,RFn,1,288,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.51293546492023,0,0,0,1,0,42,42,42.0,0,1.0,1784,100000
886,120,FV,3.9318256327243257,8.540909718033554,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,4.110873864173311,Gd,TA,PConc,Ex,TA,Av,GLQ,7.122059881629142,Unf,0.0,6.133398042996649,7.4377951216719325,Ex,Y,SBrkr,7.444248649496705,0.0,0.0,7.444248649496705,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,4.584967478670572,4.189654742026425,0.0,0.0,0.0,0.0,0.0,1,2008,CWD,Abnorml,12.70351207261035,0,0,0,0,0,9,8,9.0,65,3.0,3407,328900
887,90,RL,4.2626798770413155,9.035272443893536,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,4.812184355372417,TA,TA,CBlock,TA,TA,No,LwQ,6.270988431858299,Unf,0.0,7.002155954403621,7.394493107219038,Ex,Y,SBrkr,7.44600149832412,0.0,0.0,7.44600149832412,0.0,0.0,2,0.0,4,1.0986122886681098,TA,2.1972245773362196,Typ,0.0,NA,Attchd,2005.0,Fin,2,588,TA,TA,Y,5.60947179518496,4.007333185232471,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Family,11.884495917930655,0,0,0,0,0,47,1,1.0,54,2.0,3338,145000
888,50,RL,4.0943445622221,9.709113657218,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.705639094860003,6.705639094860003,TA,Y,SBrkr,6.771935555839602,6.257667587882639,0.0,7.2399325913204695,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,2.1972245773362196,Typ,0.0,NA,Attchd,1955.0,Unf,1,300,TA,TA,Y,4.804021044733257,0.0,0.0,0.0,5.583496308781699,0.0,0.0,4,2008,WD,Normal,11.816734299348461,0,0,0,0,0,53,53,53.0,265,1.5,2209,135500
889,20,RL,4.564348191467836,9.671933733861948,IR1,Lvl,Inside,Mod,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,NA,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,5.863631175598097,Rec,6.714170529909472,6.950814768442584,7.704361167910313,Ex,Y,SBrkr,7.704361167910313,0.0,0.0,7.704361167910313,0.6931471805599453,0.0,2,0.0,4,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,4.406719247264253,5.337538079701318,0.0,0.0,5.41610040220442,0.0,0.0,10,2007,WD,Normal,12.498745990829315,0,0,0,0,0,37,37,37.0,431,3.0,4434,268000
890,20,RL,4.859812404361672,9.405989388981,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,4.51085950651685,TA,TA,CBlock,TA,TA,No,BLQ,6.932447891572509,Unf,0.0,6.1779441140506,7.317212408359839,Ex,Y,SBrkr,7.317212408359839,0.0,0.0,7.317212408359839,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0.0,0.0,0.0,5.093750200806762,0.0,0.0,0.0,2,2009,WD,Normal,11.915058360753719,0,0,0,0,0,56,56,56.0,162,2.0,3010,149500
891,50,RL,4.110873864173311,8.99528899055931,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,6.511745329644728,6.511745329644728,Ex,Y,SBrkr,6.511745329644728,5.53338948872752,0.0,6.829793737512425,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,7.601402334583733,7,2007,WD,Normal,11.719134432217524,0,1,0,1,0,58,1,4.0,0,1.0,1596,122900
892,60,RL,4.2626798770413155,9.32232887392423,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,4.532599493153256,TA,TA,CBlock,TA,TA,No,LwQ,5.424950017481403,Rec,6.2166061010848646,5.262690188904886,6.823286122355687,Gd,Y,SBrkr,6.823286122355687,6.641182169740591,0.0,7.428927194802272,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,5.497168225293202,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,12.058158312538197,0,0,0,0,0,31,31,31.0,0,2.5,2601,172500
893,20,RL,4.2626798770413155,9.037771106624906,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.498282149476434,Unf,0.0,5.983936280687191,6.966024187106113,TA,Y,SBrkr,6.974478911025045,0.0,0.0,6.974478911025045,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1963.0,RFn,1,264,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,0.0,2,2006,WD,Normal,11.947955847790901,0,0,0,1,0,43,3,43.0,0,1.5,2127,154500
894,20,RL,4.276666119016055,9.494390858193913,Reg,Lvl,Inside,Gtl,Sawyer,PosN,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,NA,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,6.970730078143525,Unf,0.0,5.768320995793772,7.232733136177615,TA,Y,SBrkr,7.232733136177615,0.0,0.0,7.232733136177615,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,6.238324625039508,4.762173934797756,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,12.013706813470414,0,0,0,1,0,54,54,54.0,116,2.0,2766,165000
895,90,RL,4.174387269895637,8.856376036730422,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,7.336936913707618,0.0,0.0,7.336936913707618,0.0,0.0,2,0.0,4,1.0986122886681098,TA,2.1972245773362196,Typ,0.0,NA,Attchd,1979.0,Unf,2,400,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Alloca,11.685693195625964,0,0,0,0,0,30,30,30.0,0,2.0,1535,118858
896,60,RL,4.276666119016055,8.86177531100083,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,6.030685260261263,TA,TA,CBlock,TA,TA,No,BLQ,5.993961427306569,Unf,0.0,5.942799375126701,6.660575149839686,TA,Y,SBrkr,6.891625897052253,6.70196036600254,0.0,7.493873886783559,0.6931471805599453,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.1972245773362196,Typ,0.6931471805599453,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,10,2008,WD,Normal,11.849404844423074,0,0,0,0,0,45,45,45.0,50,2.5,2576,140000
897,30,RM,3.9318256327243257,9.078635880978755,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.655991810819852,Unf,0.0,6.502790045915623,6.858565034791365,Ex,N,SBrkr,6.858565034791365,0.0,0.0,6.858565034791365,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Detchd,1936.0,Unf,1,327,TA,TA,Y,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,4,2006,WD,Abnorml,11.575909653758895,0,0,1,0,0,70,56,70.0,28,1.0,1902,106500
898,90,RL,4.174387269895637,8.856376036730422,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,7.02197642307216,7.02197642307216,0.0,7.714677473800927,0.0,0.0,2,0.0,6,1.0986122886681098,TA,2.5649493574615367,Typ,0.0,NA,Detchd,1979.0,Unf,2,528,TA,TA,Y,5.043425116919247,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Alloca,11.870278179170796,0,0,0,0,0,30,30,30.0,0,2.0,2240,142953
900,20,RL,4.189654742026425,8.852807917623322,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.144185634125646,Unf,0.0,6.104793232414985,6.816735880594968,TA,Y,SBrkr,7.1204443723924875,0.0,0.0,7.1204443723924875,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.813037464800539,0,0,0,0,0,45,12,45.0,0,1.0,2148,135000
901,20,RL,4.30406509320417,8.901230352110781,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.777652323222656,Unf,0.0,6.285998094508865,6.755768921984255,TA,Y,SBrkr,6.755768921984255,0.0,0.0,6.755768921984255,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.6094379124341003,Typ,0.0,NA,Detchd,1979.0,Unf,1,684,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,11.608244735642321,0,0,0,0,0,36,36,28.0,0,1.0,1716,110000
902,20,RL,4.174387269895637,9.072571442231286,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,6.7580945044277305,Unf,0.0,4.890349128221754,6.900730664045173,TA,Y,SBrkr,7.175489713624222,0.0,0.0,7.175489713624222,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Detchd,1968.0,Unf,1,756,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal,11.938199736300925,0,0,0,0,0,52,9,41.0,0,2.0,2298,153000
903,60,RL,4.1588830833596715,8.971575439759016,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.664409020350408,6.664409020350408,Ex,Y,SBrkr,6.694562058521095,6.555356891810665,0.0,7.31986492980897,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,12.100717685412471,0,0,0,0,0,3,3,3.0,75,2.5,2292,180000
904,20,RL,3.9318256327243257,9.60642831827175,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,3.332204510175204,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.421177528595393,7.421177528595393,Ex,Y,SBrkr,7.421177528595393,0.0,0.0,7.421177528595393,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,4.976733742420574,4.110873864173311,0.0,0.0,0.0,0.0,0.0,8,2006,New,Partial,12.388398368982115,0,0,0,0,0,0,0,0.0,60,2.0,3340,240000
905,20,RL,4.276666119016055,8.728102205062104,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,4.330733340286331,TA,TA,CBlock,TA,TA,No,GLQ,6.396929655216146,Unf,0.0,5.627621113690637,6.776506992372183,TA,Y,SBrkr,6.805722553416985,0.0,0.0,6.805722553416985,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1967.0,Unf,1,288,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,11.74006900564972,0,0,0,1,0,40,40,40.0,0,1.0,1778,125500
906,20,RL,4.394449154672439,9.202409001649903,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,4.709530201312334,TA,TA,CBlock,TA,TA,No,Rec,5.872117789475416,LwQ,5.673323267171493,6.023447592961033,6.963189985870238,TA,Y,SBrkr,6.96979066990159,0.0,0.0,6.96979066990159,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1954.0,RFn,1,280,TA,TA,Y,0.0,0.0,5.10594547390058,0.0,0.0,0.0,0.0,2,2010,WD,Normal,11.759793355371237,0,0,0,1,0,56,56,56.0,164,2.0,2119,128000
907,20,RL,4.762173934797756,9.510593101601815,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,5.342334251964811,Gd,TA,PConc,Gd,TA,No,GLQ,4.1588830833596715,Unf,0.0,7.353081920515432,7.392647520721623,Ex,Y,SBrkr,7.400620577371135,0.0,0.0,7.400620577371135,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.449022745701502,0,0,0,0,0,1,1,1.0,60,3.0,3259,255000
908,50,RL,4.465908118654584,9.350189267092581,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,5.4116460518550396,Unf,0.0,6.678342114654332,6.925595197110468,Gd,Y,SBrkr,6.928537818164665,6.945051063725834,0.0,7.629489916393995,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,1936.0,Fin,1,180,Fa,TA,Y,0.0,0.0,0.0,0.0,5.777652323222656,0.0,0.0,6,2006,WD,Normal,12.429220196836383,0,0,0,0,0,70,19,70.0,322,1.5,3074,250000
909,20,RL,4.30406509320417,9.092232283495854,IR1,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,5.71042701737487,ALQ,5.783825182329737,5.480638923341991,6.762729506931879,TA,Y,SBrkr,6.805722553416985,0.0,0.0,6.805722553416985,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,1983.0,Unf,2,484,TA,TA,Y,5.10594547390058,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.782960235741939,0,0,0,1,0,23,23,23.0,0,2.0,1766,131000
910,60,RL,5.0106352940962555,9.440658127038393,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.610696044717759,6.610696044717759,Ex,Y,SBrkr,6.610696044717759,6.610696044717759,0.0,7.3031700512368,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,3.6109179126442243,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.066816325306588,0,0,0,0,0,4,4,4.0,24,2.5,2226,174000
911,90,RL,4.394449154672439,9.358846580275406,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,5.8916442118257715,TA,TA,CBlock,TA,TA,No,Rec,6.095824562432225,Unf,0.0,6.4967749901858625,7.00850518208228,TA,Y,FuseA,7.00850518208228,7.064759027791802,0.0,7.729735331385051,0.0,0.0,2,0.0,5,1.0986122886681098,TA,2.5649493574615367,Typ,0.0,NA,Detchd,1960.0,Unf,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2010,WD,Normal,11.946660519211651,0,0,0,0,0,50,50,50.0,0,2.0,3379,154300
912,20,RL,4.2626798770413155,9.13637085177601,IR1,Lvl,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,5,7,1977,1989,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,5.2832037287379885,Unf,0.0,6.9782137426306985,7.1459844677143876,TA,Y,SBrkr,7.1459844677143876,0.0,0.0,7.1459844677143876,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,NA,Detchd,1978.0,Unf,1,252,TA,TA,Y,5.159055299214529,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal,11.874097282798648,0,0,0,0,0,32,20,31.0,0,1.5,2536,143500
